Waterbody,Species,Date,Sample.code,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Length,Abundance,Biomass
Montana Creek,Dolly Varden, 2021-07-06,36,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,3,1.6253088
Montana Creek,Dolly Varden, 2021-07-06,36,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,6,1,0.915083479
Montana Creek,Dolly Varden, 2021-07-06,36,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,1,0.129966861
Montana Creek,Dolly Varden, 2021-07-06,36,Pisces,U,Vertebrata,Marine.pisces,Vertebrata,x,x,fish larvae,20,1,14.94559431
Montana Creek,Dolly Varden, 2021-07-06,36,Aphididae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Aphidae,aphids,4,1,0.652608324
Montana Creek,Dolly Varden, 2021-07-06,36,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,6,1,0.794961619
Montana Creek,Dolly Varden, 2021-07-06,40,Dytiscidae,A,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Dytiscidae,predaceous diving beetles,3.5,1,1.419863915
Montana Creek,Dolly Varden, 2021-07-06,40,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,2,0.242944461
Montana Creek,Dolly Varden, 2021-07-06,40,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-07-06,51,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,13,2,14.80082212
Montana Creek,Dolly Varden, 2021-07-06,52,Copepoda,U,non-insect,Aquatic,Crustacea: Copepoda,x,x,copepods,0,0,0
Montana Creek,Dolly Varden, 2021-07-06,53,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Dolly Varden, 2021-07-06,53,Stylommatophora,U,non-insect,Terrestrial,Mollusca: Gastropoda,x,x,land slugs,15,1,16.62533833
Montana Creek,Dolly Varden, 2021-07-06,53,Stylommatophora,U,non-insect,Terrestrial,Mollusca: Gastropoda,x,x,land slugs,18,1,22.61665824
Montana Creek,Dolly Varden, 2021-07-06,53,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,3,1,0.160471841
Montana Creek,Dolly Varden, 2021-07-06,55,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,5,1,0.448889053
Montana Creek,Dolly Varden, 2021-07-06,55,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,15,1,11.25992905
Montana Creek,Dolly Varden, 2021-07-06,55,Tipuloidea,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,10,1,2.530575475
Montana Creek,Dolly Varden, 2021-07-06,55,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,1.5,1,0.049439893
Montana Creek,Dolly Varden, 2021-07-06,55,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,1,1.370588264
Montana Creek,Dolly Varden, 2021-07-06,55,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1.5,1,0.010654246
Montana Creek,Dolly Varden, 2021-07-06,55,Aphididae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Aphidae,aphids,1.5,1,0.120304678
Montana Creek,Dolly Varden, 2021-07-13,4,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1.5,1,0.048827581
Montana Creek,Dolly Varden, 2021-07-13,4,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Dolly Varden, 2021-07-13,4,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,6,2,0.39149329
Montana Creek,Dolly Varden, 2021-07-13,4,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,3,2,0.320943681
Montana Creek,Dolly Varden, 2021-07-13,4,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,14,1,8.609265989
Montana Creek,Dolly Varden, 2021-07-13,4,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,8,2,1.52972107
Montana Creek,Dolly Varden, 2021-07-13,4,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,5,1,0.495935385
Montana Creek,Dolly Varden, 2021-07-13,4,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,7,1,1.184689264
Montana Creek,Dolly Varden, 2021-07-13,4,Lepidoptera,L,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,x,moths,7,1,1.389595072
Montana Creek,Dolly Varden, 2021-07-13,4,Pisces,U,Vertebrata,Marine.pisces,Vertebrata,x,x,fish larvae,20,1,14.94559431
Montana Creek,Dolly Varden, 2021-07-13,4,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,1,0.038880971
Montana Creek,Dolly Varden, 2021-07-13,4,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,5,0.623691006
Montana Creek,Dolly Varden, 2021-07-13,4,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,3,0.855696192
Montana Creek,Dolly Varden, 2021-07-13,4,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,1,0.5417696
Montana Creek,Dolly Varden, 2021-07-13,4,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,6,1,0.440598902
Montana Creek,Dolly Varden, 2021-07-13,4,Simuliidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,1,0.129966861
Montana Creek,Dolly Varden, 2021-07-13,4,Oribatida,U,non-insect,Terrestrial,Arachnida: Acari,x,x,mites,1.5,1,0.145695947
Montana Creek,Dolly Varden, 2021-07-13,4,Empididae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4,1,0.184178316
Montana Creek,Dolly Varden, 2021-07-13,4,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,3,1,0.088541011
Montana Creek,Dolly Varden, 2021-07-13,4,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,5,1,0.216938473
Montana Creek,Dolly Varden, 2021-07-13,4,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Dolly Varden, 2021-07-13,4,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,1,1.501247506
Montana Creek,Dolly Varden, 2021-07-13,4,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Dolly Varden, 2021-07-13,4,Coleoptera,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,x,beetles,5,2,0.334913498
Montana Creek,Dolly Varden, 2021-07-13,4,Coleoptera,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,x,beetles,17,1,3.171070789
Montana Creek,Dolly Varden, 2021-07-13,4,Capniidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Capniidae,stoneflies,5,1,0.302661536
Montana Creek,Dolly Varden, 2021-07-13,4,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,12,2,4.536416425
Montana Creek,Dolly Varden, 2021-07-13,4,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,1.5,1,0.049439893
Montana Creek,Dolly Varden, 2021-07-13,4,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,1,0.116411781
Montana Creek,Dolly Varden, 2021-07-13,7,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,30,1,0.939158588
Montana Creek,Dolly Varden, 2021-07-13,7,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,5,1,0.325065883
Montana Creek,Dolly Varden, 2021-07-13,7,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,8,3,3.226874844
Montana Creek,Dolly Varden, 2021-07-13,7,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Dolly Varden, 2021-07-13,7,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Dolly Varden, 2021-07-13,7,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,5,1,0.354430665
Montana Creek,Dolly Varden, 2021-07-13,7,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,1,0.038880971
Montana Creek,Dolly Varden, 2021-07-13,7,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,3,0.374214604
Montana Creek,Dolly Varden, 2021-07-13,7,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,5,1.42616032
Montana Creek,Dolly Varden, 2021-07-13,7,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,1,1.501247506
Montana Creek,Dolly Varden, 2021-07-13,7,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,2,4.590434061
Montana Creek,Dolly Varden, 2021-07-13,7,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,4,1,0.278369714
Montana Creek,Dolly Varden, 2021-07-13,7,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,7,1,1.184689264
Montana Creek,Dolly Varden, 2021-07-13,7,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,1,1,0.053
Montana Creek,Dolly Varden, 2021-07-13,7,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,2.5,1,0.070355545
Montana Creek,Dolly Varden, 2021-07-13,7,Brachycera,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,2.5,1,0.04276937
Montana Creek,Dolly Varden, 2021-07-13,7,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,4,1,0.547981421
Montana Creek,Dolly Varden, 2021-07-13,7,Simuliidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,5,3,0.763396094
Montana Creek,Dolly Varden, 2021-07-13,7,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,2,0.259933722
Montana Creek,Dolly Varden, 2021-07-13,7,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,6,1,0.856243648
Montana Creek,Dolly Varden, 2021-07-13,7,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2,2,0.145710336
Montana Creek,Dolly Varden, 2021-07-13,7,Neuroptera,L,insect,Terrestrial,Arthropoda: Insecta,Neuroptera,x,x,7,1,0.9513652
Montana Creek,Dolly Varden, 2021-07-13,7,Aphididae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Aphidae,aphids,1.5,1,0.120304678
Montana Creek,Dolly Varden, 2021-07-13,10,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-07-13,10,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,7,1,0.765620176
Montana Creek,Dolly Varden, 2021-07-13,10,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-07-13,10,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,7,1,1.595118013
Montana Creek,Dolly Varden, 2021-07-13,10,Coleoptera,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,x,beetles,0.5,1,0.000661611
Montana Creek,Dolly Varden, 2021-07-13,10,Hydrophilidae,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Hydrophilidae,water scavenger beetles,5,1,0.832709344
Montana Creek,Dolly Varden, 2021-07-13,10,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Dolly Varden, 2021-07-13,13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,6,9.007485038
Montana Creek,Dolly Varden, 2021-07-13,13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,11,25.24738733
Montana Creek,Dolly Varden, 2021-07-13,13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,8,2,6.630764067
Montana Creek,Dolly Varden, 2021-07-13,13,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,5,4,1.017861459
Montana Creek,Dolly Varden, 2021-07-13,13,Tipuloidea,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,6,1,0.353688957
Montana Creek,Dolly Varden, 2021-07-13,13,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5,1,0.497954677
Montana Creek,Dolly Varden, 2021-07-13,13,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,6,1,0.935743733
Montana Creek,Dolly Varden, 2021-07-13,13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,3,0.203228568
Montana Creek,Dolly Varden, 2021-07-13,13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,3,0.364416692
Montana Creek,Dolly Varden, 2021-07-13,13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,6,2,0.39149329
Montana Creek,Dolly Varden, 2021-07-13,13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,2,0.445087796
Montana Creek,Dolly Varden, 2021-07-13,13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,4,1.965879812
Montana Creek,Dolly Varden, 2021-07-13,13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,3,2.725890475
Montana Creek,Dolly Varden, 2021-07-13,13,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,6,2,1.589923238
Montana Creek,Dolly Varden, 2021-07-13,13,Leuctridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Leuctridae,stoneflies,6,1,0.365553782
Montana Creek,Dolly Varden, 2021-07-13,13,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,1,0.116411781
Montana Creek,Dolly Varden, 2021-07-13,13,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,1,1.370588264
Montana Creek,Dolly Varden, 2021-07-13,13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,2,0.077761943
Montana Creek,Dolly Varden, 2021-07-13,13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,7,0.873167408
Montana Creek,Dolly Varden, 2021-07-13,13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,20,5.704641281
Montana Creek,Dolly Varden, 2021-07-13,13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,8,4.3341568
Montana Creek,Dolly Varden, 2021-07-13,13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2.5,1,0.13469471
Montana Creek,Dolly Varden, 2021-07-13,13,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,13,1,5.730792823
Montana Creek,Dolly Varden, 2021-07-13,13,Brachycera,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,3,1,0.068532339
Montana Creek,Dolly Varden, 2021-07-13,13,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,4,1,0.194639506
Montana Creek,Dolly Varden, 2021-07-13,13,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,4,2.313513871
Montana Creek,Dolly Varden, 2021-07-13,13,Mycetophilidae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,6,1,0.310973352
Montana Creek,Dolly Varden, 2021-07-13,13,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,1,0.23008122
Montana Creek,Dolly Varden, 2021-07-13,13,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,9,1,2.302271927
Montana Creek,Dolly Varden, 2021-07-13,13,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,10,1,1.391227001
Montana Creek,Dolly Varden, 2021-07-13,17,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4,1,0.184178316
Montana Creek,Dolly Varden, 2021-07-13,17,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,5,1,0.448889053
Montana Creek,Dolly Varden, 2021-07-13,17,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,2.5,1,0.070355545
Montana Creek,Dolly Varden, 2021-07-13,17,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,1,0.116411781
Montana Creek,Dolly Varden, 2021-07-13,17,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,2,0.460162439
Montana Creek,Dolly Varden, 2021-07-13,17,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,1,0.222543898
Montana Creek,Dolly Varden, 2021-07-13,20,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,2,0.061351827
Montana Creek,Dolly Varden, 2021-07-13,20,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3.5,1,0.178198468
Montana Creek,Dolly Varden, 2021-07-13,20,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Dolly Varden, 2021-07-13,20,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,1,0.085034104
Montana Creek,Dolly Varden, 2021-07-13,20,Pisces,U,Vertebrata,Marine.pisces,Vertebrata,x,x,fish larvae,25,1,32.20205847
Montana Creek,Dolly Varden, 2021-07-13,20,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,1,1.501247506
Montana Creek,Dolly Varden, 2021-07-13,25,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3.5,1,0.047763768
Montana Creek,Dolly Varden, 2021-07-13,25,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-07-13,25,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-07-13,25,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,2,0.460162439
Montana Creek,Dolly Varden, 2021-07-13,25,Aphididae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Aphidae,aphids,3,1,0.397427786
Montana Creek,Dolly Varden, 2021-07-13,25,Coleoptera,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,x,beetles,3.5,1,0.071060257
Montana Creek,Dolly Varden, 2021-07-13,25,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,1,1.501247506
Montana Creek,Dolly Varden, 2021-07-13,25,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,8,1,1.075624948
Montana Creek,Dolly Varden, 2021-07-13,54,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,1,0.116411781
Montana Creek,Dolly Varden, 2021-07-13,54,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,4,1,0.119267148
Montana Creek,Dolly Varden, 2021-07-13,54,Coleoptera,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,x,beetles,6,1,4.532932921
Montana Creek,Dolly Varden, 2021-07-13,54,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5,3,1.493864032
Montana Creek,Dolly Varden, 2021-07-13,54,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,1,0.085034104
Montana Creek,Dolly Varden, 2021-07-13,54,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,7,1,1.204294056
Montana Creek,Dolly Varden, 2021-07-13,54,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,18,1,6.726413847
Montana Creek,Dolly Varden, 2021-07-13,54,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,6,1,0.195746645
Montana Creek,Dolly Varden, 2021-07-13,64,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,3,0.116642914
Montana Creek,Dolly Varden, 2021-07-13,64,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1.5,3,0.05101049
Montana Creek,Dolly Varden, 2021-07-13,64,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-07-13,64,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-07-13,64,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,1,0.5417696
Montana Creek,Dolly Varden, 2021-07-13,64,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,1,0.578378468
Montana Creek,Dolly Varden, 2021-07-13,64,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Dolly Varden, 2021-07-13,64,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,1,0.222543898
Montana Creek,Dolly Varden, 2021-07-13,64,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.5,4,0.131959018
Montana Creek,Dolly Varden, 2021-07-13,64,Muscidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Muscidae,higher flies,3,1,0.048122749
Montana Creek,Dolly Varden, 2021-07-13,64,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Dolly Varden, 2021-07-15,38,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,2,0.242944461
Montana Creek,Dolly Varden, 2021-07-15,38,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,2,0.249476402
Montana Creek,Dolly Varden, 2021-07-15,38,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,1,0.23008122
Montana Creek,Dolly Varden, 2021-07-15,41,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Dolly Varden, 2021-07-15,41,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,1,0.5417696
Montana Creek,Dolly Varden, 2021-07-15,41,Glossosomatidae,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,7,1,2.823477401
Montana Creek,Dolly Varden, 2021-07-15,41,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,5,1,0.325065883
Montana Creek,Dolly Varden, 2021-07-15,41,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Dolly Varden, 2021-07-15,41,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,1,0.578378468
Montana Creek,Dolly Varden, 2021-07-15,41,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-07-15,47,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,5,0.623691006
Montana Creek,Dolly Varden, 2021-07-15,47,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,5,1.42616032
Montana Creek,Dolly Varden, 2021-07-15,47,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,8,4.3341568
Montana Creek,Dolly Varden, 2021-07-15,47,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,1,0.129966861
