Fish_ID_comp,Date,Fish_ID_day,Trap,Habitat,PIT_tag,Species,FL,TL,Weight,Diet,Fin Clip,Pink_Salmon_pres_abs
668,6/30/2021,82,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
669,6/30/2021,83,4,Main_Side,NA,Coho,32,33,0.3,N,N,0
670,6/30/2021,84,4,Main_Side,NA,Coho,35,37,0.4,N,N,0
671,6/30/2021,85,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
672,6/30/2021,86,4,Main_Side,NA,Coho,34,35,0.3,N,N,0
673,6/30/2021,87,4,Main_Side,NA,Coho,36,37,0.4,N,N,0
674,6/30/2021,88,4,Main_Side,NA,Coho,36,37,0.4,N,N,0
675,6/30/2021,89,4,Main_Side,NA,Coho,37,39,0.5,N,N,0
676,6/30/2021,90,4,Main_Side,NA,Coho,37,39,0.5,N,N,0
677,6/30/2021,91,4,Main_Side,NA,Coho,37,38,0.5,N,N,0
678,6/30/2021,92,4,Main_Side,NA,Coho,36,37,0.4,N,N,0
679,6/30/2021,93,4,Main_Side,NA,Coho,36,37,0.4,N,N,0
680,6/30/2021,94,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
681,6/30/2021,95,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
682,6/30/2021,96,4,Main_Side,NA,Coho,33,34,0.3,N,N,0
683,6/30/2021,97,4,Main_Side,NA,Coho,34,35,0.4,N,N,0
684,6/30/2021,98,4,Main_Side,NA,Coho,35,36,0.3,N,N,0
685,6/30/2021,99,4,Main_Side,NA,Coho,34,35,0.3,N,N,0
686,6/30/2021,100,4,Main_Side,NA,Coho,32,33,0.3,N,N,0
687,6/30/2021,101,4,Main_Side,NA,Coho,35,37,0.5,N,N,0
688,6/30/2021,102,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
689,6/30/2021,103,4,Main_Side,NA,Coho,36,37,0.5,N,N,0
690,6/30/2021,104,4,Main_Side,NA,Coho,33,34,0.3,N,N,0
691,6/30/2021,105,4,Main_Side,NA,Coho,34,35,0.4,N,N,0
692,6/30/2021,106,4,Main_Side,NA,Coho,37,39,0.6,N,N,0
693,6/30/2021,107,4,Main_Side,NA,Coho,37,39,0.4,N,N,0
694,6/30/2021,108,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
695,6/30/2021,109,4,Main_Side,NA,Coho,37,39,0.5,N,N,0
696,6/30/2021,110,4,Main_Side,NA,Coho,34,35,0.4,N,N,0
697,6/30/2021,111,4,Main_Side,NA,Coho,34,35,0.4,N,N,0
698,6/30/2021,112,4,Main_Side,NA,Coho,34,33,0.3,N,N,0
699,6/30/2021,113,4,Main_Side,NA,Coho,34,35,0.4,N,N,0
700,6/30/2021,114,4,Main_Side,NA,Coho,36,37,0.5,N,N,0
701,6/30/2021,115,4,Main_Side,NA,Coho,36,38,0.5,N,N,0
702,6/30/2021,116,4,Main_Side,NA,Coho,36,37,0.3,N,N,0
703,6/30/2021,117,4,Main_Side,NA,Coho,36,38,0.4,N,N,0
704,6/30/2021,118,4,Main_Side,NA,Dolly Varden,61,63,2.5,N,N,0
705,6/30/2021,119,4,Main_Side,NA,Dolly Varden,60,62,2.1,N,N,0
706,6/30/2021,120,4,Main_Side,E0CCF1E,Coho,80,88,6.1,N,N,0
707,6/30/2021,121,4,Main_Side,E0CCEF9,Coho,85,93,7.2,N,N,0
708,6/30/2021,122,4,Main_Side,NA,Cutthroat,122,129,17.4,N,N,0
709,6/30/2021,123,4,Main_Side,E0CCF4D,Dolly Varden,94,98,7.5,N,N,0
710,6/30/2021,124,4,Main_Side,E0CCF36,Dolly Varden,97,103,8.6,N,N,0
711,7/2/2021,1,1,Main_Side,E0CCF04,Coho,71,78,4.2,Y,N,0
712,7/2/2021,2,1,Main_Side,E0CCF22,Coho,77,83,5.2,Y,N,0
713,7/2/2021,3,1,Main_Side,E0CCF25,Dolly Varden,134,143,21.7,Y,N,0
714,7/2/2021,4,1,Main_Side,NA,Coho,68,73,3.4,Y,N,0
715,7/2/2021,5,1,Main_Side,NA,Coho,66,71,3.1,Y,N,0
716,7/2/2021,6,1,Main_Side,NA,Cutthroat/Steelhead,98,102,8.5,Y,N,0
717,7/2/2021,7,1,Main_Side,E0CCF02,Coho,70,75,3.7,Y,N,0
718,7/2/2021,8,1,Main_Side,E0CCF0F,Coho,69,74,3.9,Y,N,0
719,7/2/2021,9,1,Main_Side,NA,Coho,65,70,3.1,Y,N,0
720,7/2/2021,10,1,Main_Side,E0CCF1F,Coho,73,81,4.7,Y,N,0
721,7/2/2021,11,1,Main_Side,NA,Coho,36,37,0.3,N,N,0
722,7/2/2021,12,1,Main_Side,NA,Coho,37,38,0.4,N,N,0
723,7/2/2021,13,1,Main_Side,NA,Coho,36,37,0.4,N,N,0
724,7/2/2021,14,1,Main_Side,NA,Coho,32,33,0.3,N,N,0
725,7/2/2021,15,1,Main_Side,NA,Coho,33,34,0.4,N,N,0
726,7/2/2021,16,1,Main_Side,NA,Coho,35,36,0.3,N,N,0
727,7/2/2021,17,1,Main_Side,NA,Coho,35,37,0.3,N,N,0
728,7/2/2021,18,1,Main_Side,NA,Coho,38,40,0.6,N,N,0
729,7/2/2021,19,1,Main_Side,NA,Coho,34,35,0.3,N,N,0
730,7/2/2021,20,1,Main_Side,NA,Coho,35,36,0.5,N,N,0
731,7/2/2021,21,1,Main_Side,NA,Coho,34,35,0.3,N,N,0
732,7/2/2021,22,1,Main_Side,NA,Coho,33,34,0.3,N,N,0
733,7/2/2021,23,1,Main_Side,NA,Coho,33,34,0.3,N,N,0
734,7/2/2021,24,1,Main_Side,NA,Coho,39,40,0.6,N,N,0
735,7/2/2021,25,1,Main_Side,NA,Coho,33,34,0.3,N,N,0
736,7/2/2021,26,1,Main_Side,NA,Coho,36,37,0.4,N,N,0
737,7/2/2021,27,1,Main_Side,NA,Coho,33,34,0.2,N,N,0
738,7/2/2021,28,1,Main_Side,NA,Coho,33,34,0.3,N,N,0
739,7/2/2021,29,1,Main_Side,NA,Coho,36,37,0.5,N,N,0
740,7/2/2021,30,1,Main_Side,NA,Dolly Varden,NA,30,0.2,N,N,0
741,7/2/2021,31,1,Main_Side,NA,Dolly Varden,NA,30,0.2,N,N,0
742,7/2/2021,32,1,Main_Side,NA,Coho,32,33,0.3,N,N,0
743,7/2/2021,33,1,Main_Side,NA,Coho,NA,38,0.4,N,N,0
744,7/2/2021,34,1,Main_Side,NA,Coho,33,34,0.3,N,N,0
745,7/2/2021,35,1,Main_Side,NA,Coho,34,35,0.3,N,N,0
746,7/2/2021,36,1,Main_Side,NA,Coho,34,36,0.4,N,N,0
747,7/2/2021,37,1,Main_Side,NA,Coho,36,38,0.4,N,N,0
748,7/2/2021,38,2,Main_Side,E0CCF46,Coho,83,88,6.2,Y,N,0
749,7/2/2021,39,2,Main_Side,E0CCF13,Dolly Varden,86,90,6,Y,N,0
750,7/2/2021,40,2,Main_Side,NA,Cutthroat/Steelhead,88,92,6.5,Y,N,0
751,7/2/2021,41,2,Main_Side,NA,Dolly Varden,81,84,4.9,Y,N,0
752,7/2/2021,42,2,Main_Side,E0CCEFE,Coho,70,75,4.2,Y,N,0
753,7/2/2021,43,2,Main_Side,E0CCF10,Coho,69,73,3.6,N,N,0
754,7/2/2021,44,2,Main_Side,E0CCF11,Dolly Varden,93,98,7.3,Y,N,0
755,7/2/2021,45,2,Main_Side,NA,Dolly Varden,101,106,10.9,Y,N,0
756,7/2/2021,46,2,Main_Side,NA,Dolly Varden,90,95,7.2,Y,N,0
757,7/2/2021,47,2,Main_Side,E0CCEFC,Dolly Varden,95,100,8.4,Y,N,0
758,7/2/2021,48,2,Main_Side,NA,Dolly Varden,92,101,8.4,Y,N,0
759,7/2/2021,49,2,Main_Side,NA,Dolly Varden,68,72,3.6,Y,N,0
760,7/2/2021,50,2,Main_Side,E0CCF53,Dolly Varden,120,125,17.1,Y,N,0
761,7/2/2021,51,2,Main_Side,E0CCF52,Dolly Varden,93,95,7.5,N,N,0
762,7/2/2021,52,2,Main_Side,E0CCEF7,Coho,73,79,4.3,N,N,0
763,7/2/2021,53,2,Main_Side,E0CCF15,Dolly Varden,105,110,11.7,N,N,0
764,7/2/2021,54,2,Main_Side,NA,Dolly Varden,64,67,2.7,N,N,0
765,7/2/2021,55,2,Main_Side,NA,Coho,61,64,2.6,N,N,0
766,7/2/2021,56,2,Main_Side,NA,Cutthroat/Steelhead,145,155,27.5,N,N,0
767,7/2/2021,57,2,Main_Side,E0CCF26,Dolly Varden,104,109,10.1,N,N,0
768,7/2/2021,58,2,Main_Side,NA,Coho,71,75,4,N,N,0
769,7/2/2021,59,2,Main_Side,E0CCEF6,Coho,72,77,4.7,N,N,0
770,7/2/2021,60,2,Main_Side,NA,Coho,72,77,4.4,N,N,0
771,7/2/2021,61,2,Main_Side,NA,Cutthroat/Steelhead,99,102,9.4,N,N,0
772,7/2/2021,62,2,Main_Side,NA,Coho,65,69,3.1,N,N,0
773,7/2/2021,63,2,Main_Side,E0CCF4E,Coho,74,78,5,N,N,0
774,7/2/2021,64,2,Main_Side,NA,Dolly Varden,58,60,2,N,N,0
775,7/2/2021,65,2,Main_Side,NA,Cutthroat/Steelhead,98,103,9.6,N,N,0
776,7/2/2021,66,2,Main_Side,E0CCF05,Coho,73,78,4.1,N,N,0
777,7/2/2021,67,2,Main_Side,93DDF23,Cutthroat,147,155,30.1,N,N,0
778,7/2/2021,68,2,Main_Side,NA,Dolly Varden,84,87,5.8,N,N,0
779,7/2/2021,69,2,Main_Side,NA,Dolly Varden,66,69,2.4,N,N,0
780,7/2/2021,70,2,Main_Side,NA,Dolly Varden,91,95,6.6,N,N,0
781,7/2/2021,71,2,Main_Side,NA,Cutthroat,112,116,12.6,N,N,0
782,7/2/2021,72,2,Main_Side,E0CCF3F,Coho,7,76,4.4,N,N,0
783,7/2/2021,73,2,Main_Side,E0CCF47,Dolly Varden,102,105,9.7,N,N,0
784,7/2/2021,74,2,Main_Side,E0CCF0C,Coho,79,85,5.6,N,N,0
785,7/2/2021,75,2,Main_Side,NA,Cutthroat/Steelhead,113,117,13.5,N,N,0
786,7/2/2021,76,2,Main_Side,NA,Dolly Varden,68,71,3.2,N,N,0
787,7/2/2021,77,2,Main_Side,E0CCF2A,Coho,80,86,5.8,N,N,0
788,7/2/2021,78,2,Main_Side,E0CCF48,Dolly Varden,133,139,21.2,N,N,0
789,7/2/2021,79,2,Main_Side,NA,Dolly Varden,85,90,5.3,N,N,0
790,7/2/2021,80,2,Main_Side,E0CCF1D,Coho,77,82,5.4,N,N,0
791,7/2/2021,81,2,Main_Side,NA,Dolly Varden,66,69,2.7,N,N,0
792,7/2/2021,82,2,Main_Side,E0CCF56,Coho,86,93,7.7,N,N,0
793,7/2/2021,83,2,Main_Side,E0CCF2E,Coho,80,86,5.6,N,N,0
794,7/2/2021,84,2,Main_Side,NA,Coho,66,70,3.3,N,N,0
795,7/2/2021,85,2,Main_Side,E0CCF4C,Dolly Varden,103,107,11,N,N,0
796,7/2/2021,86,2,Main_Side,E0CCF29,Coho,70,73,4.2,N,N,0
797,7/2/2021,87,2,Main_Side,E0CCEFA,Dolly Varden,89,93,7,N,N,0
798,7/2/2021,88,3,Main_Side,NA,Coho,38,39,0.4,N,N,0
799,7/2/2021,89,3,Main_Side,NA,Coho,39,40,0.6,N,N,0
800,7/2/2021,90,3,Main_Side,NA,Coho,38,39,0.6,N,N,0
801,7/2/2021,91,3,Main_Side,NA,Coho,37,39,0.5,N,N,0
802,7/2/2021,92,3,Main_Side,E0CCF30,Coho,70,76,3.9,N,N,0
803,7/2/2021,93,3,Main_Side,NA,Cutthroat/Steelhead,102,107,9.9,N,N,0
804,7/2/2021,94,3,Main_Side,NA,Coho,33,34,0.4,N,N,0
805,7/2/2021,95,3,Main_Side,NA,Cutthroat/Steelhead,119,126,16.1,N,N,0
806,7/2/2021,96,3,Main_Side,NA,Coho,NA,33,0.4,N,N,0
807,7/2/2021,97,3,Main_Side,NA,Dolly Varden,62,65,2.1,N,N,0
808,7/2/2021,98,3,Main_Side,NA,Dolly Varden,92,103,8.9,N,N,0
809,7/2/2021,99,3,Main_Side,NA,Cutthroat,140,147,23.9,N,N,0
810,7/2/2021,100,3,Main_Side,NA,Coho,69,75,3.7,N,N,0
811,7/2/2021,101,3,Main_Side,NA,Dolly Varden,86,90,6.1,N,N,0
812,7/2/2021,102,3,Main_Side,NA,Coho,63,67,3.1,N,N,0
813,7/2/2021,103,3,Main_Side,NA,Cutthroat/Steelhead,98,102,8.9,N,N,0
814,7/2/2021,104,3,Main_Side,NA,Cutthroat/Steelhead,90,94,8.1,N,N,0
815,7/2/2021,105,3,Main_Side,NA,Cutthroat/Steelhead,105,108,9.7,N,N,0
816,7/2/2021,106,3,Main_Side,NA,Coho,68,71,3.6,N,N,0
817,7/2/2021,107,3,Main_Side,NA,Coho,64,69,3,N,N,0
818,7/2/2021,108,3,Main_Side,NA,Cutthroat/Steelhead,94,99,9.8,N,N,0
819,7/2/2021,109,3,Main_Side,NA,Coho,33,34,0.3,N,N,0
820,7/2/2021,110,3,Main_Side,NA,Dolly Varden,94,99,7.7,N,N,0
821,7/2/2021,111,3,Main_Side,NA,Dolly Varden,82,86,5.3,N,N,0
822,7/2/2021,112,3,Main_Side,E0CCF45,Dolly Varden,89,94,7,N,N,0
823,7/2/2021,113,3,Main_Side,NA,Cutthroat/Steelhead,104,109,11.5,N,N,0
824,7/2/2021,114,3,Main_Side,NA,Coho,69,74,3.6,N,N,0
825,7/2/2021,115,3,Main_Side,NA,Cutthroat/Steelhead,125,130,18.3,N,N,0
826,7/2/2021,116,3,Main_Side,E0CCF1A,Coho,78,84,5.6,N,N,0
827,7/2/2021,117,3,Main_Side,E0CCF37,Dolly Varden,110,114,12.9,N,N,0
828,7/2/2021,118,3,Main_Side,E0CCF2C,Dolly Varden,112,117,13.5,N,N,0
829,7/2/2021,119,3,Main_Side,NA,Coho,37,38,0.5,N,N,0
830,7/2/2021,120,3,Main_Side,E0CCF14,Dolly Varden,108,113,12,N,N,0
831,7/2/2021,121,3,Main_Side,NA,Coho,61,66,2.1,N,N,0
832,7/2/2021,122,3,Main_Side,NA,Coho,38,39,0.5,N,N,0
833,7/2/2021,123,3,Main_Side,E0CCF1C,Dolly Varden,107,112,11.9,N,N,0
834,7/2/2021,124,3,Main_Side,E0CCF38,Dolly Varden,85,91,6.2,N,N,0
835,7/2/2021,125,3,Main_Side,E0CCF3B,Dolly Varden,94,98,7.9,N,N,0
836,7/2/2021,126,3,Main_Side,NA,Cutthroat/Steelhead,110,115,13.4,N,N,0
837,7/2/2021,127,3,Main_Side,EOCCF3E,Coho,78,84,5.8,N,N,0
838,7/2/2021,128,3,Main_Side,NA,Cutthroat/Steelhead,123,129,17.4,N,N,0
839,7/2/2021,129,3,Main_Side,E0CCF12,Coho,79,86,5.7,N,N,0
840,7/2/2021,130,3,Main_Side,E0CCF33,Dolly Varden,86,90,6.8,N,N,0
841,7/2/2021,131,3,Main_Side,E0CCF44,Dolly Varden,100,106,9.1,N,N,0
842,7/2/2021,132,3,Main_Side,NA,Cutthroat/Steelhead,130,138,20.5,N,N,0
843,7/2/2021,133,3,Main_Side,NA,Steelhead/Rainbow,160,166,42,N,N,0
844,7/2/2021,134,3,Main_Side,NA,Dolly Varden,111,116,13.9,N,N,0
845,7/2/2021,135,3,Main_Side,E0CCF0E,Dolly Varden,101,106,9.8,N,N,0
846,7/2/2021,136,3,Main_Side,NA,Coho,60,63,2.2,N,N,0
847,7/2/2021,137,3,Main_Side,EOCCEFF,Dolly Varden,116,123,13.8,N,N,0
848,7/6/2021,1,1,Main_Side,NA,Coho,66,71,3.2,Y,N,0
849,7/6/2021,2,1,Main_Side,E0CCF09,Dolly Varden,105,109,10.3,Y,N,0
850,7/6/2021,3,1,Main_Side,NA,Cutthroat/Steelhead,94,98,8,Y,N,0
851,7/6/2021,4,1,Main_Side,E0CCF34,Coho,84,91,7,Y,N,0
852,7/6/2021,5,3,Main_Side,NA,Coho,39,41,0.5,N,N,0
853,7/6/2021,6,3,Main_Side,NA,Cutthroat/Steelhead,112,117,12.4,Y,N,0
854,7/6/2021,7,3,Main_Side,E0CCF4B,Dolly Varden,91,96,6.8,Y,N,0
855,7/6/2021,8,3,Main_Side,NA,Cutthroat/Steelhead,153,160,29.3,Y,N,0
856,7/6/2021,9,3,Main_Side,NA,Cutthroat/Steelhead,108,113,11.6,Y,N,0
857,7/6/2021,10,3,Main_Side,NA,Cutthroat/Steelhead,103,108,10.2,Y,N,0
858,7/6/2021,11,3,Main_Side,NA,Cutthroat/Steelhead,101,105,10.1,Y,N,0
859,7/6/2021,12,3,Main_Side,NA,Cutthroat/Steelhead,107,113,11.2,Y,N,0
860,7/6/2021,13,3,Main_Side,NA,Cutthroat/Steelhead,123,129,17.1,Y,N,0
861,7/6/2021,14,3,Main_Side,NA,Cutthroat/Steelhead,121,128,17,Y,N,0
862,7/6/2021,15,3,Main_Side,E0CCF24,Dolly Varden,112,119,12.7,Y,N,0
863,7/6/2021,16,3,Main_Side,NA,Coho,60,64,2.6,Y,N,0
864,7/6/2021,17,3,Main_Side,93DDF46,Dolly Varden,97,103,8.8,Y,N,0
865,7/6/2021,18,3,Main_Side,E0CCF23,Coho,80,86,6,Y,N,0
866,7/6/2021,19,2,Main_Side,NA,Cutthroat,137,144,22.3,Y,N,0
867,7/6/2021,20,2,Main_Side,E0CCF55,Coho,76,82,4.6,Y,N,0
868,7/6/2021,21,,Main_Side,E0CCF4A,Dolly Varden,95,110,11.1,Y,N,0
869,7/6/2021,22,,Main_Side,E0CCF20,Coho,87,94,7.5,Y,N,0
870,7/6/2021,23,,Main_Side,NA,Cutthroat/Steelhead,101,106,10.5,N,N,0
871,7/6/2021,24,,Main_Side,NA,Cutthroat/Steelhead,112,117,12.6,N,N,0
872,7/6/2021,25,,Main_Side,NA,Cutthroat/Steelhead,107,113,11.9,N,N,0
873,7/6/2021,26,,Main_Side,E0CCF39,Dolly Varden,103,109,10.4,Y,N,0
874,7/6/2021,27,,Main_Side,E0CCF2F,Coho,80,86,5.7,Y,N,0
875,7/6/2021,28,,Main_Side,E0CCF3C,Coho,81,88,6.3,Y,N,0
876,7/6/2021,29,,Main_Side,E0CCF07,Coho,73,77,4.5,Y,N,0
877,7/6/2021,30,,Main_Side,E0CCF42,Coho,70,76,3.7,N,N,0
878,7/6/2021,31,,Main_Side,NA,Cutthroat/Steelhead,124,126,15.8,N,N,0
879,7/6/2021,32,,Main_Side,NA,Cutthroat/Steelhead,100,105,9.8,N,N,0
880,7/6/2021,33,,Main_Side,E0CCF47,Dolly Varden,103,109,9.9,Y,N,0
881,7/6/2021,34,,Main_Side,EOCCF50,Coho,70,75,3.8,N,N,0
882,7/6/2021,35,,Main_Side,EOCCF2B,Dolly Varden,103,108,10,Y,N,0
883,7/6/2021,36,,Main_Side,E0CCF0B,Dolly Varden,93,98,7.4,Y,N,0
884,7/6/2021,37,,Main_Side,E0CCF19,Coho,70,76,3.8,N,N,0
885,7/6/2021,38,,Main_Side,NA,Coho,69,73,3.6,N,N,0
886,7/6/2021,39,,Main_Side,E0CCF21,Dolly Varden,101,108,9.3,N,N,0
887,7/6/2021,40,,Main_Side,E0CCF3A,Dolly Varden,104,110,11.8,Y,N,0
888,7/6/2021,41,,Main_Side,E0CCF17,Dolly Varden,114,121,13.7,N,N,0
889,7/6/2021,42,,Main_Side,E0CCF113,Dolly Varden,90,95,7.4,N,N,0
890,7/6/2021,43,,Main_Side,NA,Coho,41,42,0.7,N,N,0
891,7/6/2021,44,,Main_Side,NA,Coho,38,40,0.6,N,N,0
892,7/6/2021,45,,Main_Side,NA,Coho,34,35,0.4,N,N,0
893,7/6/2021,46,,Main_Side,NA,Coho,35,37,0.5,N,N,0
894,7/6/2021,47,,Main_Side,NA,Coho,36,37,0.5,N,N,0
895,7/6/2021,48,,Main_Side,NA,Coho,34,35,0.4,N,N,0
896,7/6/2021,49,,Main_Side,NA,Coho,34,35,0.4,N,N,0
897,7/6/2021,50,,Main_Side,NA,Coho,32,33,0.3,N,N,0
898,7/6/2021,51,,Seep,NA,Dolly Varden,53,55,1.5,Y,N,0
899,7/6/2021,52,,Seep,NA,Dolly Varden,60,63,2.7,Y,N,0
900,7/6/2021,53,,Seep,NA,Dolly Varden,49,51,1.3,Y,N,0
901,7/6/2021,54,,Seep,NA,Dolly Varden,61,63,2.3,Y,N,0
902,7/6/2021,55,,Seep,NA,Dolly Varden,60,63,2.4,Y,N,0
903,7/6/2021,56,,Seep,NA,Coho,63,66,2.6,Y,N,0
904,7/6/2021,57,,Seep,NA,Coho,60,65,2.4,Y,N,0
905,7/6/2021,58,,Seep,NA,Dolly Varden,60,62,2.2,N,N,0
906,7/13/2021,1,1,Main_Side,NA,Cutthroat/Steelhead,105,110,11.4,Y,N,0
907,7/13/2021,2,1,Main_Side,NA,Cutthroat/Steelhead,137,142,25.1,N,N,0
908,7/13/2021,3,1,Main_Side,E0CCF22,Coho,82,87,5.8,Y,N,0
909,7/13/2021,4,1,Main_Side,EOCCF11,Dolly Varden,94,100,8.3,Y,N,0
910,7/13/2021,5,1,Main_Side,E0CCF1F,Coho,76,84,5,Y,N,0
911,7/13/2021,6,1,Main_Side,E0CCF0F,Coho,73,78,4.9,Y,N,0
912,7/13/2021,7,1,Main_Side,E0CCF0E,Dolly Varden,101,108,11.1,Y,N,0
913,7/13/2021,8,1,Main_Side,NA,Dolly Varden,55,58,1.8,N,N,0
914,7/13/2021,9,2,Main_Side,E0CCF2A,Coho,83,90,6.5,Y,N,0
915,7/13/2021,10,2,Main_Side,E0CCF35,Dolly Varden,88,93,6.2,Y,N,0
916,7/13/2021,11,2,Main_Side,E0CCF2E,Coho,83,89,6.7,Y,N,0
917,7/13/2021,12,2,Main_Side,NA,Cutthroat/Steelhead,115,120,14.5,Y,N,0
918,7/13/2021,13,2,Main_Side,E0CCF49,Dolly Varden,99,105,10.4,Y,N,0
919,7/13/2021,14,2,Main_Side,E0CCF54,Coho,79,85,5.9,Y,N,0
920,7/13/2021,15,2,Main_Side,DF33D1B,Coho,82,88,6.1,Y,N,0
921,7/13/2021,16,2,Main_Side,E0CCF59,Coho,70,75,4.1,Y,N,0
922,7/13/2021,17,2,Main_Side,E0CCF57,Dolly Varden,85,90,6.2,Y,N,0
923,7/13/2021,18,2,Main_Side,E0CCF28,Coho,80,85,5.2,Y,N,0
924,7/13/2021,19,2,Main_Side,E0CCF31,Coho,76,81,4.2,Y,N,0
925,7/13/2021,20,2,Main_Side,E0CCEFD,Dolly Varden,85,89,6.4,Y,N,0
926,7/13/2021,21,2,Main_Side,E0CCF03,Coho,70,75,3.9,Y,N,0
927,7/13/2021,22,2,Main_Side,NA,Coho,65,70,3.1,Y,N,0
928,7/13/2021,23,2,Main_Side,E0CCF0D,Coho,78,85,5.8,N,N,0
929,7/13/2021,24,2,Main_Side,NA,Dolly Varden,67,69,3,N,N,0
930,7/13/2021,25,2,Main_Side,NA,Dolly Varden,70,73,3.2,Y,N,0
931,7/13/2021,26,2,Main_Side,NA,Coho,38,40,0.6,N,N,0
932,7/13/2021,27,2,Main_Side,NA,Coho,42,44,0.7,N,N,0
933,7/13/2021,28,2,Main_Side,NA,Coho,39,41,0.6,N,N,0
934,7/13/2021,29,2,Main_Side,NA,Coho,35,36,0.4,N,N,0
935,7/13/2021,30,2,Main_Side,NA,Coho,36,38,0.5,N,N,0
936,7/13/2021,31,3,Main_Side,NA,Coho,36,37,0.4,N,N,0
937,7/13/2021,32,3,Main_Side,NA,Coho,35,36,0.3,N,N,0
938,7/13/2021,33,3,Main_Side,NA,Coho,36,38,0.4,N,N,0
939,7/13/2021,34,3,Main_Side,NA,Coho,40,43,0.6,N,N,0
940,7/13/2021,35,3,Main_Side,NA,Coho,46,49,0.9,N,N,0
941,7/13/2021,36,3,Main_Side,NA,Coho,41,43,0.6,N,N,0
942,7/13/2021,37,3,Main_Side,NA,Coho,36,38,0.4,N,N,0
943,7/13/2021,38,3,Main_Side,NA,Coho,36,37,0.4,N,N,0
944,7/13/2021,39,3,Main_Side,NA,Coho,39,41,0.7,N,N,0
945,7/13/2021,40,3,Main_Side,NA,Coho,37,39,0.6,N,N,0
946,7/13/2021,41,3,Main_Side,NA,Coho,37,38,0.5,N,N,0
947,7/13/2021,42,3,Main_Side,NA,Coho,37,39,0.5,N,N,0
948,7/13/2021,43,3,Main_Side,NA,Coho,39,41,0.7,N,N,0
949,7/13/2021,44,3,Main_Side,NA,Coho,40,42,0.6,N,N,0
950,7/13/2021,45,3,Main_Side,NA,Coho,37,39,0.5,N,N,0
951,7/13/2021,46,3,Main_Side,NA,Coho,38,40,0.6,N,N,0
952,7/13/2021,47,3,Main_Side,NA,Coho,37,39,0.5,N,N,0
953,7/13/2021,48,3,Main_Side,NA,Coho,35,36,0.4,N,N,0
954,7/13/2021,49,3,Main_Side,NA,Coho,36,38,0.5,N,N,0
955,7/13/2021,50,5,Main_Side,NA,Dolly Varden,59,62,2.1,N,N,0
956,7/13/2021,51,5,Main_Side,E0CCF43,Coho,79,86,4.7,N,N,0
957,7/13/2021,52,5,Main_Side,E0CCF05,Coho,75,81,4.3,Y,N,0
958,7/13/2021,53,5,Main_Side,NA,Coho,62,67,2.7,N,N,0
959,7/13/2021,54,5,Main_Side,E0CCF0A,Dolly Varden,88,93,6.5,Y,N,0
960,7/13/2021,55,5,Main_Side,E0CCF41,Coho,86,93,6.6,N,N,0
961,7/13/2021,56,5,Main_Side,E0CCF46,Coho,84,90,6.4,N,N,0
962,7/13/2021,57,5,Main_Side,E0CCF91,Coho,71,76,3.4,N,N,0
963,7/13/2021,58,5,Main_Side,NA,Coho,63,67,2.8,N,N,0
964,7/13/2021,59,5,Main_Side,E0CCF1D,Coho,79,85,4.7,N,N,0
965,7/13/2021,60,5,Main_Side,NA,NA,NA,NA,NA,NA,N,0
966,7/13/2021,61,5,Main_Side,E0CCFBB,Coho,72,77,3.5,N,N,0
967,7/13/2021,62,5,Main_Side,E0CCFAB,Coho,69,74,3.2,N,N,0
968,7/13/2021,63,5,Main_Side,E0CCF3F,Coho,76,81,5,N,N,0
969,7/13/2021,64,5,Main_Side,E0CCF8D,Dolly Varden,79,83,4.4,Y,N,0
970,7/13/2021,65,5,Main_Side,E0CCF62,Coho,72,79,4,N,N,0
971,7/13/2021,66,5,Main_Side,NA,Dolly Varden,65,69,3,N,N,0
972,7/13/2021,67,5,Main_Side,NA,Dolly Varden,64,67,2.8,N,N,0
973,7/13/2021,68,5,Main_Side,E0CCF00,Coho,70,76,3.6,N,N,0
974,7/13/2021,69,5,Main_Side,NA,Dolly Varden,62,64,2.4,N,N,0
975,7/13/2021,70,5,Main_Side,NA,Dolly Varden,62,65,2.5,N,N,0
976,7/13/2021,71,5,Main_Side,NA,Dolly Varden,62,64,2.3,N,N,0
977,7/13/2021,72,5,Main_Side,NA,Dolly Varden,61,63,2.1,N,N,0
978,7/15/2021,1,1,Main_Side,NA,Coho,35,36,0.6,N,N,0
979,7/15/2021,2,1,Main_Side,NA,Coho,35,36,0.5,N,N,0
980,7/15/2021,3,1,Main_Side,NA,Coho,35,36,0.6,N,N,0
981,7/15/2021,4,1,Main_Side,NA,Coho,33,34,0.5,N,N,0
982,7/15/2021,5,1,Main_Side,NA,Coho,33,34,0.4,N,N,0
983,7/15/2021,6,1,Main_Side,NA,Coho,37,38,0.6,N,N,0
984,7/15/2021,7,1,Main_Side,NA,Coho,35,36,0.4,N,N,0
985,7/15/2021,8,1,Main_Side,NA,Coho,33,34,4,N,N,0
986,7/15/2021,9,1,Main_Side,NA,Coho,37,38,0.6,N,N,0
987,7/15/2021,10,1,Main_Side,NA,Coho,37,38,0.6,N,N,0
