Waterbody,Habitat,Fish.species,Sample.code,Date,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Length,Abundance,Biomass
Montana Creek,Mainstem,Coho,#22, 2021-07-06,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,4,1,0.307440005
Montana Creek,Mainstem,Coho,#22, 2021-07-06,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,5,2,1.018138837
Montana Creek,Mainstem,Coho,#22, 2021-07-06,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.206589681
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,5,2,0.70886133
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,2,0.077761943
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,13,1.621596615
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,6,1.711392384
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,1,0.5417696
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2,1,0.072855168
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,2,3.002495013
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,4,0.0096
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,7,0.214731395
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,3,1,0.05515185
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,5,1,0.216938473
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,6,1,0.353688957
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,4,2,0.567485499
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,7,1,1.303048011
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,3,0.349235342
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,2,0.042
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,2,1.196205705
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,9,1,2.270232516
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,3,1,0.160471841
Montana Creek,Mainstem,Coho,#27, 2021-07-06,Perlodidae,A,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,8,1,8.733642808
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,2,0.232823561
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,4,1,0.257678227
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,7,0.2721668
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,18,2.245287621
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,1,0.420677962
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,8,1,1.719089004
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,9,1,2.302271927
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,11,1,3.786945489
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,3,0.095723834
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,3,0.203228568
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,3,1,0.65230374
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Diptera,A,insect,Aquatic,Arthropoda: Insecta,Diptera,,,4,1,0.917731359
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,1,1,0.053
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Mainstem,Coho,#28, 2021-07-06,Baetidae,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.441832252
Montana Creek,Mainstem,Coho,#29, 2021-07-06,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,9,1,3.684598576
Montana Creek,Mainstem,Coho,#29, 2021-07-06,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4,1,0.184178316
Montana Creek,Mainstem,Coho,#29, 2021-07-06,Coleoptera,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,x,beetles,2,1,0.018515414
Montana Creek,Mainstem,Coho,#29, 2021-07-06,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,2,0.063815889
Montana Creek,Mainstem,Coho,#29, 2021-07-06,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,2,0.135485712
Montana Creek,Mainstem,Coho,#29, 2021-07-06,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Mainstem,Coho,#29, 2021-07-06,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,3,0.116642914
Montana Creek,Mainstem,Coho,#29, 2021-07-06,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,8,0.997905609
Montana Creek,Mainstem,Coho,#29, 2021-07-06,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,3,0.855696192
Montana Creek,Mainstem,Coho,#29, 2021-07-06,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,3,1,0.054656535
Montana Creek,Mainstem,Coho,#29, 2021-07-06,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,1,0.23008122
Montana Creek,Seep,Coho,#56, 2021-07-06,Aphididae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Aphidae,aphids,2,1,0.197549937
Montana Creek,Seep,Coho,#56, 2021-07-06,Aphididae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Aphidae,aphids,3,2,0.794855572
Montana Creek,Seep,Coho,#56, 2021-07-06,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,1,0.0024
Montana Creek,Seep,Coho,#56, 2021-07-06,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Seep,Coho,#56, 2021-07-06,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,3,2,0.320943681
Montana Creek,Seep,Coho,#57, 2021-07-06,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5,1,0.764330089
Montana Creek,Seep,Coho,#57, 2021-07-06,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,2,1,0.064184859
Montana Creek,Seep,Coho,#57, 2021-07-06,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,3,1,0.160471841
Montana Creek,Seep,Coho,#57, 2021-07-06,Stylommatophora,U,non-insect,Terrestrial,Mollusca: Gastropoda,x,x,land slugs,8,1,5.753661992
Montana Creek,Seep,Coho,#57, 2021-07-06,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,5,0.012
Montana Creek,Seep,Coho,#57, 2021-07-06,Aphididae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Sternorrhyncha,Aphidae,aphids,3,1,0.397427786
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,7,0.873167408
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,18,5.134177153
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,5,2.708848
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,2,0.02208503
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,3,0.095723834
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,2,0.135485712
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,3,0.349235342
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,4,1,0.28374275
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,5,1,0.521083892
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,6,1,0.856243648
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,1,0.194811102
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,3,1.262033887
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,1,0.129966861
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,4,0.890175593
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,3,1.474409859
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,6,1,0.353688957
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,3,1,0.160471841
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,5,1,0.354430665
Montana Creek,Mainstem,Coho,#3, 2021-07-13,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,1,0.578378468
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,2,0.445087796
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,3,4.503742519
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,3,1,0.129596017
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,5,2,1.042167784
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,6,1,0.856243648
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,2,0.570464128
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,1,1,0.002
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,2,1,0.01612246
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,1,0.0018
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,2,0.02208503
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,5,0.159539723
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,3,1,0.03766625
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,4,2,0.153269635
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,2,1,0.018597708
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,4,1,0.119267148
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,1,0.194811102
Montana Creek,Mainstem,Coho,#5, 2021-07-13,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Mainstem,Coho,#6, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,1,0.038880971
Montana Creek,Mainstem,Coho,#6, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,2,0.249476402
Montana Creek,Mainstem,Coho,#6, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Mainstem,Coho,#6, 2021-07-13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Mainstem,Coho,#6, 2021-07-13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,3,0.203228568
Montana Creek,Mainstem,Coho,#6, 2021-07-13,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Mainstem,Coho,#6, 2021-07-13,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,1,0.578378468
Montana Creek,Mainstem,Coho,#6, 2021-07-13,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,4,1,0.119267148
Montana Creek,Mainstem,Coho,#6, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Mainstem,Coho,#6, 2021-07-13,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,3,1,0.160471841
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2,7,0.509986175
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,12,2.670526778
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,7,3.440289672
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,10,9.086301584
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,2,3.002495013
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Perlodidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,9,1,8.10567212
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,8,0.311047771
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,27,3.367931432
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,10,2.852320641
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,4,2.1670784
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,2,0.232823561
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,5,0.974055508
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,1,0.420677962
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,2,0.02208503
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,12,0.382895335
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,2,0.135485712
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,5,2,0.70886133
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,1,0.578378468
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,7,2,1.750093247
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,4,1,0.547981421
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,4,5,1.418713748
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,5,2,1.042167784
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,6,1,0.856243648
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,3,1,0.05515185
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,4,2,0.238534296
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,7,1,0.534694656
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,2,1,0.064184859
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Simuliidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,1,0.129966861
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,3,2,0.109313069
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Simuliidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,5,1,0.254465365
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,4,2,0.42288628
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,2,1,0.031536691
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,3,2,0.177082021
Montana Creek,Mainstem/Side Channel,Coho,#9, 2021-07-13,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,1,1,0.053
Montana Creek,Mainstem/Side Channel,Coho,#11, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1,2,0.0106
Montana Creek,Mainstem/Side Channel,Coho,#11, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,24,0.933143314
Montana Creek,Mainstem/Side Channel,Coho,#11, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,46,5.737957255
Montana Creek,Mainstem/Side Channel,Coho,#11, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,20,5.704641281
Montana Creek,Mainstem/Side Channel,Coho,#11, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,5,2.708848
Montana Creek,Mainstem/Side Channel,Coho,#11, 2021-07-13,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,6,2,1.830166957
Montana Creek,Mainstem/Side Channel,Coho,#11, 2021-07-13,Coleoptera,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,x,beetles,4,2,0.195897465
Montana Creek,Mainstem/Side Channel,Coho,#11, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2,10,0.728551679
Montana Creek,Mainstem/Side Channel,Coho,#11, 2021-07-13,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,11,2.447982879
